id,customerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,FREQ_Tenure,FREQ_MonthlyCharges,FREQ_TotalCharges,charges_deviation,monthly_to_total_ratio,avg_monthly_charges,tenure_contract_ratio,has_PhoneService,has_MultipleLines,has_OnlineSecurity,has_OnlineBackup,has_DeviceProtection,has_TechSupport,has_StreamingTV,has_StreamingMovies,n_services,has_internet,has_streaming,has_security,service_ratio,charge_per_service,total_per_service,ORIG_proba_Gender,ORIG_proba_SeniorCitizen,ORIG_proba_Partner,ORIG_proba_Dependents,ORIG_proba_PhoneService,ORIG_proba_MultipleLines,ORIG_proba_InternetService,ORIG_proba_OnlineSecurity,ORIG_proba_OnlineBackup,ORIG_proba_DeviceProtection,ORIG_proba_TechSupport,ORIG_proba_StreamingTV,ORIG_proba_StreamingMovies,ORIG_proba_Contract,ORIG_proba_PaperlessBilling,ORIG_proba_PaymentMethod,ORIG_proba_Tenure,ORIG_proba_MonthlyCharges,ORIG_proba_TotalCharges,pctrank_churner_TC,pctrank_nonchurner_TC,pctrank_churn_gap_TC,zscore_churn_gap_TC,zscore_nonchurner_TC,resid_IS_MC,cond_pctrank_IS_TC,cond_pctrank_C_TC,dist_To_ch_q25,dist_To_nc_q25,qdist_gap_q25,dist_To_ch_q50,dist_To_nc_q50,qdist_gap_q50,dist_To_ch_q75,dist_To_nc_q75,qdist_gap_q75,tenure_first_digit,tenure_last_digit,tenure_mod10,tenure_mod12,tenure_num_digits,tenure_is_multiple_10,tenure_rounded_10,tenure_dev_from_round10,tenure_years,tenure_months_in_year,mc_first_digit,mc_last_digit,mc_mod10,mc_mod100,mc_num_digits,mc_is_multiple_10,mc_is_multiple_50,mc_rounded_10,mc_fractional,mc_dev_from_round10,mc_per_digit,tc_first_digit,tc_last_digit,tc_mod10,tc_mod100,tc_num_digits,tc_is_multiple_10,tc_is_multiple_100,tc_rounded_100,tc_fractional,tc_dev_from_round100,tc_per_digit,BG_Contract_InternetService,BG_Contract_PaymentMethod,BG_Contract_OnlineSecurity,BG_Contract_TechSupport,BG_Contract_PaperlessBilling,BG_InternetService_PaymentMethod,BG_InternetService_OnlineSecurity,BG_InternetService_TechSupport,BG_InternetService_PaperlessBilling,BG_PaymentMethod_OnlineSecurity,BG_PaymentMethod_TechSupport,BG_PaymentMethod_PaperlessBilling,BG_OnlineSecurity_TechSupport,BG_OnlineSecurity_PaperlessBilling,BG_TechSupport_PaperlessBilling,TG_Contract_InternetService_PaymentMethod,TG_Contract_InternetService_OnlineSecurity,TG_Contract_PaymentMethod_OnlineSecurity,TG_InternetService_PaymentMethod_OnlineSecurity,churn_probability,risk_level
6523,2834-JKOOW,Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,0.01405651,0.00070992473,7.099247e-05,4.95,0.06609547,43.340626,0.31982943,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.5,9.18,138.69,0.26633346,0.23695375,0.32771084,0.31352717,0.24150269,0.24150269,0.18688694,0.14417745,0.21587463,0.22792608,0.15160704,0.33108714,0.3360397,0.11082694,0.1602258,0.19284603,0.35714287,0.0,0.5,0.4923077,0.28171057,0.21059713,0.3421729,-0.79869634,-12.216004,0.3264463,0.21,549.1,122.35,-426.74997,46.85,992.7,945.85004,1675.275,3573.325,1898.0499,1,5,5,3,2,0.0,20.0,5.0,1,3,4,9,5.0,45.0,2,0.0,0.0,50.0,0.8999999999999986,4.100000000000001,22.938530734632685,6,5,3.0,93.0,3,0.0,0.0,700.0,0.4500000000000455,6.5499999999999545,231.0729756747751,One year_DSL,One year_Mailed check,One year_Yes,One year_Yes,One year_No,DSL_Mailed check,DSL_Yes,DSL_Yes,DSL_No,Mailed check_Yes,Mailed check_Yes,Mailed check_No,Yes_Yes,Yes_No,Yes_No,One year_DSL_Mailed check,One year_DSL_Yes,One year_Mailed check_Yes,DSL_Mailed check_Yes,0.12414510175585747,Low
3466,9430-NKQLY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,0.051398553,0.0026977141,7.099247e-05,-16.4,0.014008259,24.531507,2.7586207,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,8.366667,596.93335,0.26438403,0.23695375,0.19897398,0.15187612,0.2679803,0.28786612,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.028697573,0.33803663,0.14921682,0.017123288,0.21428572,0.5,0.6949833,0.5175163,0.17746699,0.44887328,-0.3303259,3.9852142,0.98397434,0.4077381,1646.45,1219.7,-426.75,1050.5,104.65,-945.85,577.925,2475.975,1898.05,7,2,2,0,2,0.0,70.0,2.0,6,0,2,1,5.0,25.0,2,0.0,0.0,30.0,0.10000000000000142,4.899999999999999,12.543728135932035,1,8,0.0,90.0,4,1.0,0.0,1800.0,0.7999999999999545,9.200000000000045,447.5881029742564,Two year_No,Two year_Credit card (automatic),Two year_No internet service,Two year_No internet service,Two year_Yes,No_Credit card (automatic),No_No internet service,No_No internet service,No_Yes,Credit card (automatic)_No internet service,Credit card (automatic)_No internet service,Credit card (automatic)_Yes,No internet service_No internet service,No internet service_Yes,No internet service_Yes,Two year_No_Credit card (automatic),Two year_No_No internet service,Two year_Credit card (automatic)_No internet service,No_Credit card (automatic)_No internet service,0.10383366316091269,Low
5715,0363-QJVFX,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,0.009796961,0.0005679398,7.099247e-05,-27.9,0.0314948,104.027275,0.29317454,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.875,13.51875,429.1125,0.26438403,0.23695375,0.32771084,0.31352717,0.2679803,0.28786612,0.42086187,0.14417745,0.21587463,0.3895631,0.15160704,0.30537832,0.30049932,0.42746615,0.33803663,0.14921682,0.24074075,0.5,0.5,0.8361204,0.6750423,0.16107816,0.60854226,0.37055448,16.482119,0.6068516,0.89133245,3288.55,2861.8,-426.75,2692.6,1746.75,-945.8501,1064.175,833.875,-230.30005,3,2,2,8,2,0.0,30.0,2.0,2,8,1,5,8.0,8.0,3,0.0,0.0,110.0,0.15000000000000568,1.8499999999999943,36.03798733755415,3,9,2.0,32.0,4,0.0,0.0,3400.0,0.900000000000091,32.90000000000009,858.0104973756561,Month-to-month_Fiber optic,Month-to-month_Credit card (automatic),Month-to-month_Yes,Month-to-month_Yes,Month-to-month_Yes,Fiber optic_Credit card (automatic),Fiber optic_Yes,Fiber optic_Yes,Fiber optic_Yes,Credit card (automatic)_Yes,Credit card (automatic)_Yes,Credit card (automatic)_Yes,Yes_Yes,Yes_Yes,Yes_Yes,Month-to-month_Fiber optic_Credit card (automatic),Month-to-month_Fiber optic_Yes,Month-to-month_Credit card (automatic)_Yes,Fiber optic_Credit card (automatic)_Yes,0.2888471558690071,Medium
2902,1658-TJVOA,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,0.015618345,0.0008519097,7.099247e-05,6.3,0.16397433,64.41428,0.07989348,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.25,24.7,150.3,0.26633346,0.41086957,0.32771084,0.31352717,0.2679803,0.25027934,0.42086187,0.14417745,0.4013104,0.3895631,0.4175388,0.33108714,0.3360397,0.42746615,0.33803663,0.45742995,0.375,0.33333334,0.5,0.4147157,0.21333656,0.20137915,0.3185886,-0.9022214,-17.567883,0.20228384,0.42302716,306.55,120.2,-186.34999,289.4,1235.25,945.85,1917.825,3815.875,1898.05,6,6,6,6,1,0.0,10.0,4.0,0,6,7,1,4.0,74.0,2,0.0,0.0,70.0,0.09999999999999432,4.099999999999994,37.031484257871064,4,9,0.0,50.0,3,1.0,0.0,500.0,0.8999999999999773,49.10000000000002,150.2499166944352,Month-to-month_Fiber optic,Month-to-month_Electronic check,Month-to-month_Yes,Month-to-month_No,Month-to-month_Yes,Fiber optic_Electronic check,Fiber optic_Yes,Fiber optic_No,Fiber optic_Yes,Electronic check_Yes,Electronic check_No,Electronic check_Yes,Yes_No,Yes_Yes,No_Yes,Month-to-month_Fiber optic_Electronic check,Month-to-month_Fiber optic_Yes,Month-to-month_Electronic check_Yes,Fiber optic_Electronic check_Yes,0.477543618530035,Medium
3317,6685-GBWJZ,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,0.0102229165,0.00070992473,7.099247e-05,-11.6,0.015910827,69.5125,0.87743735,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.625,11.8,741.4667,0.26438403,0.23695375,0.19897398,0.31352717,0.2679803,0.25027934,0.18688694,0.14417745,0.21587463,0.3895631,0.15160704,0.30537832,0.3360397,0.11082694,0.1602258,0.14921682,0.05263158,0.25,0.5,0.8889632,0.7615366,0.12742662,0.7073229,0.8041604,12.683996,0.8512397,0.74333334,4304.45,3877.7,-426.75024,3708.5,2762.65,-945.8501,2080.075,182.025,-1898.0499,6,3,3,3,2,0.0,60.0,3.0,5,3,7,8,0.0,70.0,2,1.0,0.0,70.0,0.7999999999999972,0.7999999999999972,35.382308845577214,4,8,8.0,48.0,4,0.0,0.0,4400.0,0.8000000000001819,48.80000000000018,1111.9220194951263,One year_DSL,One year_Credit card (automatic),One year_Yes,One year_Yes,One year_No,DSL_Credit card (automatic),DSL_Yes,DSL_Yes,DSL_No,Credit card (automatic)_Yes,Credit card (automatic)_Yes,Credit card (automatic)_No,Yes_Yes,Yes_No,Yes_No,One year_DSL_Credit card (automatic),One year_DSL_Yes,One year_Credit card (automatic)_Yes,DSL_Credit card (automatic)_Yes,0.1363012157380581,Low
6179,6328-ZPBGN,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,0.01405651,0.0011358795,7.099247e-05,-49.0,0.09527863,83.1375,0.114404574,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.5,19.03,199.53,0.26633346,0.41086957,0.32771084,0.31352717,0.2679803,0.28786612,0.42086187,0.4193779,0.4013104,0.3895631,0.4175388,0.30537832,0.30049932,0.42746615,0.33803663,0.16157556,0.30120483,0.33333334,0.5,0.5652174,0.35660788,0.20860949,0.37175164,-0.6688578,3.4821184,0.2985318,0.5821475,853.3,426.55,-426.75,257.35,688.5,431.15,1371.075,3269.125,1898.05,1,1,1,11,2,0.0,10.0,1.0,0,11,9,5,5.0,95.0,2,0.0,0.0,100.0,0.15000000000000568,4.849999999999994,47.5512243878061,9,5,7.0,97.0,3,0.0,0.0,1000.0,0.6499999999999773,2.3500000000000227,332.43918693768745,Month-to-month_Fiber optic,Month-to-month_Bank transfer (automatic),Month-to-month_No,Month-to-month_No,Month-to-month_Yes,Fiber optic_Bank transfer (automatic),Fiber optic_No,Fiber optic_No,Fiber optic_Yes,Bank transfer (automatic)_No,Bank transfer (automatic)_No,Bank transfer (automatic)_Yes,No_No,No_Yes,No_Yes,Month-to-month_Fiber optic_Bank transfer (automatic),Month-to-month_Fiber optic_No,Month-to-month_Bank transfer (automatic)_No,Fiber optic_Bank transfer (automatic)_No,0.5186199322342873,High
6057,4003-FUSHP,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,0.010364901,0.0002839699,7.099247e-05,-76.25,0.056251142,54.66,0.30375698,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.375,15.3875,273.3,0.26438403,0.23695375,0.32771084,0.31352717,0.2679803,0.25027934,0.18688694,0.4193779,0.4013104,0.3895631,0.15160704,0.30537832,0.3360397,0.42746615,0.33803663,0.14921682,0.30769232,0.5,0.5,0.58662206,0.37907708,0.20754498,0.38104242,-0.6280752,3.433996,0.40495867,0.602846,948.85,522.1,-426.75,352.9,592.95,240.05002,1275.525,3173.575,1898.0499,1,9,9,7,2,0.0,20.0,1.0,1,7,6,5,1.0,61.0,2,0.0,0.0,60.0,0.5499999999999972,1.5499999999999972,30.759620189905046,1,2,3.0,93.0,4,0.0,0.0,1100.0,0.20000000000004547,6.7999999999999545,273.2316920769807,Month-to-month_DSL,Month-to-month_Credit card (automatic),Month-to-month_No,Month-to-month_Yes,Month-to-month_Yes,DSL_Credit card (automatic),DSL_No,DSL_Yes,DSL_Yes,Credit card (automatic)_No,Credit card (automatic)_Yes,Credit card (automatic)_Yes,No_Yes,No_Yes,Yes_Yes,Month-to-month_DSL_Credit card (automatic),Month-to-month_DSL_No,Month-to-month_Credit card (automatic)_No,DSL_Credit card (automatic)_No,0.236077344045043,Low
1343,7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,0.011358796,0.0002839699,7.099247e-05,13.45,0.015576855,72.13308,0.8642809,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.625,12.175,781.44165,0.26438403,0.23695375,0.19897398,0.15187612,0.2679803,0.25027934,0.18688694,0.14417745,0.4013104,0.22792608,0.4175388,0.30537832,0.30049932,0.11082694,0.33803663,0.14921682,0.0625,0.5,0.5,0.9003345,0.78086495,0.11946952,0.73064464,0.9065331,14.933996,0.87603307,0.7633333,4544.3,4117.55,-426.75,3948.35,3002.5,-945.8501,2319.925,421.875,-1898.05,6,4,4,4,2,0.0,60.0,4.0,5,4,7,5,3.0,73.0,2,0.0,0.0,70.0,0.04999999999999716,3.049999999999997,36.506746626686656,4,5,8.0,88.0,4,0.0,0.0,4700.0,0.6499999999996362,11.350000000000364,1171.8695326168456,One year_DSL,One year_Credit card (automatic),One year_Yes,One year_No,One year_Yes,DSL_Credit card (automatic),DSL_Yes,DSL_No,DSL_Yes,Credit card (automatic)_Yes,Credit card (automatic)_No,Credit card (automatic)_Yes,Yes_No,Yes_Yes,No_Yes,One year_DSL_Credit card (automatic),One year_DSL_Yes,One year_Credit card (automatic)_Yes,DSL_Credit card (automatic)_Yes,0.13547486392781138,Low
4018,2969-WGHQO,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,69.45,477.05,0.018600028,0.0002839699,7.099247e-05,-9.1,0.1452777,59.63125,0.09936125,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.625,11.575,79.50833,0.26633346,0.23695375,0.19897398,0.15187612,0.2679803,0.25027934,0.18688694,0.14417745,0.21587463,0.22792608,0.4175388,0.30537832,0.3360397,0.11082694,0.1602258,0.45742995,0.4,0.0,0.5,0.42408028,0.22227591,0.20180437,0.32113132,-0.89106005,11.333996,0.27066115,0.14333333,332.7,94.05,-238.65001,263.25,1209.1,945.85,1891.675,3789.725,1898.05,7,7,7,7,1,0.0,10.0,3.0,0,7,6,5,9.0,69.0,2,0.0,0.0,70.0,0.45000000000000284,0.5499999999999972,34.707646176911545,4,5,7.0,77.0,3,0.0,0.0,500.0,0.05000000000001137,22.94999999999999,158.9636787737421,One year_DSL,One year_Electronic check,One year_Yes,One year_No,One year_No,DSL_Electronic check,DSL_Yes,DSL_No,DSL_No,Electronic check_Yes,Electronic check_No,Electronic check_No,Yes_No,Yes_No,No_No,One year_DSL_Electronic check,One year_DSL_Yes,One year_Electronic check_Yes,DSL_Electronic check_Yes,0.1570249553769827,Low
2674,1855-CFULU,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,0.024989352,0.008661082,7.099247e-05,11.25,0.21687399,18.29,0.19002375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,10.025,45.725,0.26633346,0.41086957,0.32771084,0.31352717,0.2679803,0.25027934,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.42746615,0.1602258,0.19284603,0.43571427,0.06,0.5,0.21137124,0.07199807,0.13937318,0.28363764,-1.0556417,-1.0647858,0.19871795,0.18887451,52.9,479.65,426.75,648.85,1594.7,945.85,2277.275,4175.325,1898.0503,4,4,4,4,1,0.0,0.0,4.0,0,4,2,5,0.0,20.0,2,1.0,0.0,20.0,0.05000000000000071,0.05000000000000071,10.019990004997503,9,5,1.0,91.0,2,0.0,0.0,100.0,0.45000000000000284,8.549999999999997,45.70214892553724,Month-to-month_No,Month-to-month_Mailed check,Month-to-month_No internet service,Month-to-month_No internet service,Month-to-month_No,No_Mailed check,No_No internet service,No_No internet service,No_No,Mailed check_No internet service,Mailed check_No internet service,Mailed check_No,No internet service_No internet service,No internet service_No,No internet service_No,Month-to-month_No_Mailed check,Month-to-month_No_No internet service,Month-to-month_Mailed check_No internet service,No_Mailed check_No internet service,0.1577981235459447,Low
1316,9788-YTFGE,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,0.018600028,0.006247338,7.099247e-05,7.85,0.13434343,18.4375,0.3341289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,9.975,73.75,0.26438403,0.23695375,0.32771084,0.31352717,0.2679803,0.25027934,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.42746615,0.33803663,0.19284603,0.4,0.083333336,0.5,0.2548495,0.09760812,0.15724137,0.28908765,-1.0317185,-1.1647859,0.25,0.24320827,3.15,423.6,420.45,592.8,1538.65,945.85004,2221.225,4119.275,1898.0498,7,7,7,7,1,0.0,10.0,3.0,0,7,1,5,9.0,19.0,2,0.0,0.0,20.0,0.9499999999999993,0.05000000000000071,9.970014992503748,1,5,7.0,47.0,3,0.0,0.0,100.0,0.5,47.5,49.15028323892036,Month-to-month_No,Month-to-month_Mailed check,Month-to-month_No internet service,Month-to-month_No internet service,Month-to-month_Yes,No_Mailed check,No_No internet service,No_No internet service,No_Yes,Mailed check_No internet service,Mailed check_No internet service,Mailed check_Yes,No internet service_No internet service,No internet service_Yes,No internet service_Yes,Month-to-month_No_Mailed check,Month-to-month_No_No internet service,Month-to-month_Mailed check_No internet service,No_Mailed check_No internet service,0.166686300188303,Low
302,8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,0.024989352,0.0012778646,7.099247e-05,-4.95,0.25276107,71.33,0.043763675,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.5,18.08,71.33,0.26438403,0.23695375,0.32771084,0.31352717,0.2679803,0.25027934,0.42086187,0.4193779,0.4013104,0.22792608,0.15160704,0.33108714,0.30049932,0.42746615,0.33803663,0.45742995,0.43571427,0.16666667,0.5,0.3779264,0.18265282,0.1952736,0.30942425,-0.94244915,-1.2678816,0.182708,0.3919793,212.3,214.45,2.149994,383.65,1329.5,945.85,2012.075,3910.125,1898.05,4,4,4,4,1,0.0,0.0,4.0,0,4,9,4,0.0,90.0,2,1.0,0.0,90.0,0.4000000000000057,0.4000000000000057,45.17741129435283,3,5,6.0,56.0,3,0.0,0.0,400.0,0.6499999999999773,43.35000000000002,118.8437187604132,Month-to-month_Fiber optic,Month-to-month_Electronic check,Month-to-month_No,Month-to-month_Yes,Month-to-month_Yes,Fiber optic_Electronic check,Fiber optic_No,Fiber optic_Yes,Fiber optic_Yes,Electronic check_No,Electronic check_Yes,Electronic check_Yes,No_Yes,No_Yes,Yes_Yes,Month-to-month_Fiber optic_Electronic check,Month-to-month_Fiber optic_No,Month-to-month_Electronic check_No,Fiber optic_Electronic check_No,0.5653513707220554,High
6015,2325-NBPZG,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,0.02839699,0.0012778646,7.099247e-05,10.0,0.3177072,58.4125,0.0397088,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.25,24.85,77.88333,0.26633346,0.23695375,0.32771084,0.31352717,0.2679803,0.25027934,0.42086187,0.14417745,0.4013104,0.3895631,0.4175388,0.33108714,0.3360397,0.42746615,0.33803663,0.45742995,0.46,0.2857143,0.5,0.31505015,0.13481517,0.18023498,0.2974644,-0.9949479,-17.117882,0.13050571,0.31177232,89.3,337.45,248.15001,506.65,1452.5,945.85,2135.075,4033.125,1898.05,3,3,3,3,1,0.0,0.0,3.0,0,3,7,5,4.0,74.0,2,0.0,0.0,70.0,0.5499999999999972,4.549999999999997,37.25637181409295,2,5,3.0,33.0,3,0.0,0.0,200.0,0.6500000000000057,33.650000000000006,77.85738087304233,Month-to-month_Fiber optic,Month-to-month_Electronic check,Month-to-month_Yes,Month-to-month_No,Month-to-month_Yes,Fiber optic_Electronic check,Fiber optic_Yes,Fiber optic_No,Fiber optic_Yes,Electronic check_Yes,Electronic check_No,Electronic check_Yes,Yes_No,Yes_Yes,No_Yes,Month-to-month_Fiber optic_Electronic check,Month-to-month_Fiber optic_Yes,Month-to-month_Electronic check_Yes,Fiber optic_Electronic check_Yes,0.46783843636512756,Medium
1584,9906-NHHVC,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,0.010790857,0.00042595484,7.099247e-05,40.4,0.015203615,53.301514,1.1926606,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.5,10.7,703.58,0.26633346,0.41086957,0.32771084,0.31352717,0.24150269,0.24150269,0.18688694,0.4193779,0.21587463,0.22792608,0.4175388,0.30537832,0.30049932,0.028697573,0.33803663,0.16157556,0.11764706,0.0,0.5,0.8421405,0.6827736,0.1593669,0.61680716,0.40683413,-4.616004,0.7623967,0.51488096,3373.55,2946.8,-426.75,2777.6,1831.75,-945.8501,1149.175,748.875,-400.30005,6,5,5,5,2,0.0,60.0,5.0,5,5,5,5,3.0,53.0,2,0.0,0.0,50.0,0.5,3.5,26.736631684157924,3,9,7.0,17.0,4,0.0,0.0,3500.0,0.900000000000091,17.90000000000009,879.2551862034491,Two year_DSL,Two year_Bank transfer (automatic),Two year_No,Two year_No,Two year_Yes,DSL_Bank transfer (automatic),DSL_No,DSL_No,DSL_Yes,Bank transfer (automatic)_No,Bank transfer (automatic)_No,Bank transfer (automatic)_Yes,No_No,No_Yes,No_Yes,Two year_DSL_Bank transfer (automatic),Two year_DSL_No,Two year_Bank transfer (automatic)_No,DSL_Bank transfer (automatic)_No,0.1201357941608876,Low
3970,2541-YGPKE,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.7,2763.35,0.009229022,0.00042595484,7.099247e-05,87.95,0.023043392,64.263954,0.6491499,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.5,12.74,552.67,0.26438403,0.23695375,0.19897398,0.15187612,0.2679803,0.25027934,0.18688694,0.14417745,0.4013104,0.3895631,0.15160704,0.33108714,0.30049932,0.11082694,0.1602258,0.14921682,0.23076923,0.0,0.5,0.79063547,0.61729884,0.17333663,0.5434388,0.08477745,5.583996,0.67975205,0.55333334,2619.0,2192.25,-426.75,2023.05,1077.2,-945.8501,394.625,1503.425,1108.8,4,2,2,6,2,0.0,40.0,2.0,3,6,6,7,3.0,63.0,2,0.0,0.0,60.0,0.7000000000000028,3.700000000000003,31.834082958520742,2,5,3.0,63.0,4,0.0,0.0,2800.0,0.34999999999990905,36.65000000000009,690.664833791552,One year_DSL,One year_Credit card (automatic),One year_Yes,One year_Yes,One year_No,DSL_Credit card (automatic),DSL_Yes,DSL_Yes,DSL_No,Credit card (automatic)_Yes,Credit card (automatic)_Yes,Credit card (automatic)_No,Yes_Yes,Yes_No,Yes_No,One year_DSL_Credit card (automatic),One year_DSL_Yes,One year_Credit card (automatic)_Yes,DSL_Credit card (automatic)_Yes,0.13926044292747974,Low
4160,5049-MUBWG,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,0.011216811,0.0011358795,7.099247e-05,-41.65,0.039280385,70.67963,0.34210527,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.625,12.5,318.05832,0.26438403,0.23695375,0.32771084,0.31352717,0.2679803,0.25027934,0.18688694,0.14417745,0.4013104,0.3895631,0.15160704,0.30537832,0.30049932,0.11082694,0.1602258,0.16157556,0.22033899,0.33333334,0.5,0.7036789,0.5373279,0.16635102,0.46030322,-0.28015324,16.883995,0.54545456,0.44,1764.0,1337.25,-426.75,1168.05,222.2,-945.85004,460.375,2358.425,1898.05,2,6,6,2,2,0.0,30.0,4.0,2,2,7,0,5.0,75.0,2,0.0,0.0,80.0,0.0,5.0,37.481259370314845,1,5,8.0,8.0,4,0.0,0.0,1900.0,0.34999999999990905,8.349999999999909,476.9682579355161,One year_DSL,One year_Bank transfer (automatic),One year_Yes,One year_Yes,One year_No,DSL_Bank transfer (automatic),DSL_Yes,DSL_Yes,DSL_No,Bank transfer (automatic)_Yes,Bank transfer (automatic)_Yes,Bank transfer (automatic)_No,Yes_Yes,Yes_No,Yes_No,One year_DSL_Bank transfer (automatic),One year_DSL_Yes,One year_Bank transfer (automatic)_Yes,DSL_Bank transfer (automatic)_Yes,0.11728475126437843,Low
3898,2332-TODQS,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,0.009087036,0.0019877893,7.099247e-05,-30.9,0.021364605,23.908163,1.8426104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,8.35,390.5,0.26633346,0.23695375,0.32771084,0.31352717,0.2679803,0.28786612,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.072487645,0.11082694,0.1602258,0.14921682,0.11764706,0.11111111,0.5,0.61204016,0.39478135,0.21725881,0.3886559,-0.5946552,3.9352143,0.74038464,0.29,1027.15,600.4,-426.75,431.2,514.65,83.45001,1197.225,3095.275,1898.0499,4,8,8,0,2,0.0,50.0,2.0,4,0,2,5,5.0,25.0,2,0.0,0.0,30.0,0.05000000000000071,4.949999999999999,12.518740629685158,1,5,1.0,71.0,4,0.0,0.0,1200.0,0.5,28.5,292.80179955011243,One year_No,One year_Credit card (automatic),One year_No internet service,One year_No internet service,One year_No,No_Credit card (automatic),No_No internet service,No_No internet service,No_No,Credit card (automatic)_No internet service,Credit card (automatic)_No internet service,Credit card (automatic)_No,No internet service_No internet service,No internet service_No,No internet service_No,One year_No_Credit card (automatic),One year_No_No internet service,One year_Credit card (automatic)_No internet service,No_Credit card (automatic)_No internet service,0.10556395608000457,Low
